Manufacturer;Name;Id16;Id8;Internal;Algo;AlgoVar;BusWidth;SupportsSectorErase;SupportsChipErase;ZeroProgram;SupportsSoftLock;SoftLockAreaType(0:Sector,1:Chip);SoftUnlockAreaType;SupportsHardLock;HardLockAreaType;SupportsHardUnlock;HardUnlockAreaType;SoftLockResetState(0:Remember,1:ON,2:OFF);SupportsSecure;SupportsUnsecure;Sectors
Analog Devices;ADuC702xx62 internal;0;0;1;6;1;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[124];"
Analog Devices;ADuC7028x62 internal;0;0;1;6;1;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[124];"
Analog Devices;ADuC7030 internal;0;0;1;6;3;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[60];"
Analog Devices;ADuC7031 internal;0;0;1;6;3;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[60];"
Analog Devices;ADuC7032 internal;0;0;1;6;4;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[188];"
Analog Devices;ADuC7033 internal;0;0;1;6;4;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[188];"
Analog Devices;ADuC7034 internal;0;0;1;6;3;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[60];"
Analog Devices;ADuC7038 internal;0;0;1;6;5;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[124];"
Analog Devices;ADuC7060 internal;0;0;1;6;3;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[60];"
Analog Devices;ADuC7061 internal;0;0;1;6;3;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[60];"
Analog Devices;ADuC7062 internal;0;0;1;6;3;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[60];"
Analog Devices;ADuC7128 internal;0;0;1;6;2;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[252];"
Analog Devices;ADuC7129 internal;0;0;1;6;2;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[252];"
Analog Devices;ADuC722xx126 internal;0;0;1;6;2;16;1;1;0;0;0;0;0;0;0;0;0;1;0;"200[252];"
Atmel;AT29BV010A;1F0035;1F0035;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"80[1024];"
Atmel;AT29BV020;1F00BA;1F00BA;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"100[1024];"
Atmel;AT29BV040;1F003B;1F003B;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[1024];"
Atmel;AT29BV040A;1F00C4;1F00C4;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"100[2048];"
Atmel;AT29C010A;1F00D5;1F00D5;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"80[1024];"
Atmel;AT29C020;1F00DA;1F00DA;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"100[1024];"
Atmel;AT29C040;1F005B;1F005B;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[1024];"
Atmel;AT29C040A;1F00A4;1F00A4;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"100[2048];"
Atmel;AT29C1024;1F0025;1F0025;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"100[512];"
Atmel;AT29C256;1F00DC;1F00DC;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"40[512];"
Atmel;AT29C257;1F00DC;1F00DC;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"40[512];"
Atmel;AT29C512;1F005D;1F005D;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"80[512];"
Atmel;AT29LV010A;1F0035;1F0035;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"80[1024];"
Atmel;AT29LV020;1F00BA;1F00BA;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"100[1024];"
Atmel;AT29LV040;1F003B;1F003B;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[1024];"
Atmel;AT29LV040A;1F00C4;1F00C4;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"100[2048];"
Atmel;AT29LV1024;1F0026;1F0026;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"100[512];"
Atmel;AT29LV256;1F00BC;1F00BC;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"40[512];"
Atmel;AT29LV512;1F003D;1F003D;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"80[512];"
Atmel;AT49BN6416;1F00D6;1F00D6;0;1;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[127];"
Atmel;AT49BN6416T;1F00D2;1F00D2;0;1;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[127]; 2000[8];"
Atmel;AT49BV001A;1F0005;1F0005;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000;"
Atmel;AT49BV001AN;1F0005;1F0005;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000;"
Atmel;AT49BV001ANT;1F0004;1F0004;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000; 8000; 2000[2]; 4000;"
Atmel;AT49BV001AT;1F0004;1F0004;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000; 8000; 2000[2]; 4000;"
Atmel;AT49BV002;1F0007;1F0007;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 18000; 20000;"
Atmel;AT49BV002A;1F0007;1F0007;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[3];"
Atmel;AT49BV002AN;1F0007;1F0007;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[3];"
Atmel;AT49BV002ANT;1F0008;1F0008;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[3]; 8000; 2000[2]; 4000;"
Atmel;AT49BV002AT;1F0008;1F0008;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[3]; 8000; 2000[2]; 4000;"
Atmel;AT49BV002N;1F0007;1F0007;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 18000; 20000;"
Atmel;AT49BV002NT;1F0008;1F0008;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000; 18000; 2000[2]; 4000;"
Atmel;AT49BV002T;1F0008;1F0008;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000; 18000; 2000[2]; 4000;"
Atmel;AT49BV040A;1F0013;1F0013;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[7];"
Atmel;AT49BV1024A;1F0087;1F0087;0;1;0;16;0;1;0;0;0;0;0;0;0;0;0;0;0;"4000; 1C000;"
Atmel;AT49BV1604;1F00C0;1F00C0;0;1;0;16;1;0;1;0;0;0;0;0;0;0;0;0;0;"2000[8]; 8000[2]; 10000[30];"
Atmel;AT49BV1604A;1F00C0;1F00C0;0;1;0;16;1;0;1;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[31];"
Atmel;AT49BV1604AT;1F00C2;1F00C2;0;1;0;16;1;0;1;0;0;0;0;0;0;0;0;0;0;"10000[31]; 2000[8];"
Atmel;AT49BV1604T;1F00C2;1F00C2;0;1;0;16;1;0;1;0;0;0;0;0;0;0;0;0;0;"10000[30]; 8000[2]; 2000[8];"
Atmel;AT49BV160C;1F88C3;1F00C3;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[31];"
Atmel;AT49BV160CT;1F88C2;1F00C2;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[31]; 2000[8];"
Atmel;AT49BV160D;1F90C3;1F00C3;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[31];"
Atmel;AT49BV160DT;1F90C2;1F00C2;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[31]; 2000[8];"
Atmel;AT49BV1614;1F00C0;1F00C0;0;1;0;16;1;0;1;0;0;0;0;0;0;0;0;0;0;"2000[8]; 8000[2]; 10000[30];"
Atmel;AT49BV1614A;1F00C0;1F00C0;0;1;0;16;1;0;1;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[31];"
Atmel;AT49BV1614AT;1F00C2;1F00C2;0;1;0;16;1;0;1;0;0;0;0;0;0;0;0;0;0;"10000[31]; 2000[8];"
Atmel;AT49BV1614T;1F00C2;1F00C2;0;1;0;16;1;0;1;0;0;0;0;0;0;0;0;0;0;"10000[30]; 8000[2]; 2000[8];"
Atmel;AT49BV162A;1F00C0;1F00C0;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[31];"
Atmel;AT49BV162AT;1F00C2;1F00C2;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[31]; 2000[8];"
Atmel;AT49BV163D;1F01C0;1F00C0;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[31];"
Atmel;AT49BV163DT;1F01C2;1F00C2;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[31]; 2000[8];"
Atmel;AT49BV2048A;1F0082;1F0082;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 38000;"
Atmel;AT49BV320C;1F88C5;1F00C5;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[63];"
Atmel;AT49BV320CT;1F88C4;1F00C4;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[63]; 2000[8];"
Atmel;AT49BV320D;1F90C5;1F00C5;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[63];"
Atmel;AT49BV320DT;1F90C4;1F00C4;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[63]; 2000[8];"
Atmel;AT49BV322A;1F00C8;1F00C8;0;1;0;16;1;0;0;0;0;0;1;0;0;0;2;0;0;"2000[8]; 10000[63];"
Atmel;AT49BV322AT;1F00C9;1F00C9;0;1;0;16;1;0;0;0;0;0;1;0;0;0;2;0;0;"10000[63]; 2000[8];"
Atmel;AT49BV322D;1F01C8;1F00C8;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[63];"
Atmel;AT49BV322DT;1F01C9;1F00C9;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[63]; 2000[8];"
Atmel;AT49BV4096A;161F1692;1F0092;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 78000;"
Atmel;AT49BV512;1F0003;1F0003;0;1;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;"10000[1];"
Atmel;AT49BV640;1F00D6;1F00D6;0;1;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[127];"
Atmel;AT49BV640D;1F02DE;1F00DE;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[127];"
Atmel;AT49BV640DT;1F02DB;1F00DB;0;2;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[127]; 2000[8];"
Atmel;AT49BV640T;1F00D2;1F00D2;0;1;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[127]; 2000[8];"
Atmel;AT49BV6416;1F00D6;1F00D6;0;1;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"2000[8]; 10000[127];"
Atmel;AT49BV6416T;1F00D2;1F00D2;0;1;0;16;1;0;0;1;0;0;0;0;0;0;1;0;0;"10000[127]; 2000[8];"
Atmel;AT49BV642D;1F01D6;1F00D6;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[127];"
Atmel;AT49BV642DT;1F01D2;1F00D2;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[127]; 2000[8];"
Atmel;AT49BV802A;1F00C1;1F00C1;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[15];"
Atmel;AT49BV802AT;1F00C3;1F00C3;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[15]; 2000[8];"
Atmel;AT49F001A;1F0005;1F0005;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000;"
Atmel;AT49F001AN;1F0005;1F0005;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000;"
Atmel;AT49F001ANT;1F0004;1F0004;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000; 8000; 2000[2]; 4000;"
Atmel;AT49F001AT;1F0004;1F0004;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000; 8000; 2000[2]; 4000;"
Atmel;AT49F002A;1F0007;1F0007;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[3];"
Atmel;AT49F002AN;1F0007;1F0007;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[3];"
Atmel;AT49F002ANT;1F0008;1F0008;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[3]; 8000; 2000[2]; 4000;"
Atmel;AT49F002AT;1F0008;1F0008;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[3]; 8000; 2000[2]; 4000;"
Atmel;AT49F040A;1F0013;1F0013;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 8000; 10000[7];"
Atmel;AT49F1024;1F0087;1F0087;0;1;0;16;0;1;0;0;0;0;0;0;0;0;0;0;0;"4000; 1C000;"
Atmel;AT49F1024A;1F0087;1F0087;0;1;0;16;0;1;0;0;0;0;0;0;0;0;0;0;0;"4000; 1C000;"
Atmel;AT49F1025;1F0087;1F0087;0;1;0;16;0;1;0;0;0;0;0;0;0;0;0;0;0;"4000; 1C000;"
Atmel;AT49F2048A;1F0082;1F0082;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 38000;"
Atmel;AT49F4096A;161F1692;1F0092;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 78000;"
Atmel;AT49F512;1F0003;1F0003;0;1;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;"2000; E000;"
Atmel;AT49LV002;1F0007;1F0007;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 18000; 20000;"
Atmel;AT49LV002N;1F0007;1F0007;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 18000; 20000;"
Atmel;AT49LV002NT;1F0008;1F0008;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000; 18000; 2000[2]; 4000;"
Atmel;AT49LV002T;1F0008;1F0008;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;"20000; 18000; 2000[2]; 4000;"
Atmel;AT49LV1024;1F0087;1F0087;0;1;0;16;0;1;0;0;0;0;0;0;0;0;0;0;0;"4000; 1C000;"
Atmel;AT49LV1024A;1F0087;1F0087;0;1;0;16;0;1;0;0;0;0;0;0;0;0;0;0;0;"4000; 1C000;"
Atmel;AT49LV1614A;1F00C0;1F00C0;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[31];"
Atmel;AT49LV1614AT;1F00C2;1F00C2;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[31]; 2000[8];"
Atmel;AT49LV2048A;1F0082;1F0082;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 38000;"
Atmel;AT49LV4096A;161F1692;1F0092;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"4000; 2000[2]; 78000;"
Atmel;AT49SN3208;1F00DB;1F00DB;0;1;0;16;1;0;0;1;0;0;1;0;0;0;2;0;0;"2000[8]; 10000[63];"
Atmel;AT49SN3208T;1F00D1;1F00D1;0;1;0;16;1;0;0;1;0;0;1;0;0;0;2;0;0;"10000[63]; 2000[8];"
Atmel;AT49SN6416;1F00DC;1F00DC;0;1;0;16;1;0;0;1;0;0;1;0;0;0;2;0;0;"2000[8]; 10000[127];"
Atmel;AT49SN6416T;1F00D8;1F00D8;0;1;0;16;1;0;0;1;0;0;1;0;0;0;2;0;0;"10000[127]; 2000[8];"
Atmel;AT49SV322A;1F00DB;1F00DB;0;1;0;16;1;0;0;0;0;0;1;0;0;0;2;0;0;"2000[8]; 10000[63];"
Atmel;AT49SV322AT;1F00D1;1F00D1;0;1;0;16;1;0;0;0;0;0;1;0;0;0;2;0;0;"10000[63]; 2000[8];"
Atmel;AT49SV802A;1F00C4;1F00C4;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"2000[8]; 10000[15];"
Atmel;AT49SV802AT;1F00C6;1F00C4;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;"10000[15]; 2000[8];"
Atmel;AT91SAM3U1 internal;0;0;1;26;0;32;1;1;0;0;0;0;0;0;0;0;0;1;0;"100[256];"
Atmel;AT91SAM3U2 internal;0;0;1;26;0;32;1;1;0;0;0;0;0;0;0;0;0;1;0;"100[512];"
Atmel;AT91SAM3U4 internal;0;0;1;26;0;32;1;1;0;0;0;0;0;0;0;0;0;1;0;"100[512];100[512],80000;"
Atmel;AT91SAM7A3 internal;0;0;1;8;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"100[1024];"
Atmel;AT91SAM7L64 internal;0;0;1;22;0;32;1;1;0;0;0;0;0;0;0;0;0;1;0;"100[256];"
Atmel;AT91SAM7L128 internal;0;0;1;22;0;32;1;1;0;0;0;0;0;0;0;0;0;1;0;"100[512];"
Atmel;AT91SAM7S128 internal;0;0;1;8;0;32;1;0;0;0;0;0;0;0;0;0;0;1;0;"100[512];"
Atmel;AT91SAM7S256 internal;0;0;1;8;0;32;1;0;0;0;0;0;0;0;0;0;0;1;0;"100[1024];"
Atmel;AT91SAM7S32 internal;0;0;1;5;0;32;1;0;0;0;0;0;0;0;0;0;0;1;0;"80[256];"
Atmel;AT91SAM7S321 internal;0;0;1;5;0;32;1;0;0;0;0;0;0;0;0;0;0;1;0;"80[256];"
Atmel;AT91SAM7S512 internal;0;0;1;8;0;32;1;0;0;0;0;0;0;0;0;0;0;1;0;"100[2048];"
